dataset_id,date_of_contribution,name_contact,email_contact,doi_dataset,doi_publication,comments_reference,species_reported,comments_taxonomy,realm_general,realm_specific,elevation_of_collection,depth_of_collection,lat_gg,lat_mm,lat_ss,long_gg,long_mm,long_ss,origin,comments_location,date_of_collection_initial,date_of_collection_final,comments_timing,maintained,maintenance_duration_days,maintenance_duration_generations,maintenance_temperature,maintenance_photoperiod,maintenance_humidity,maintenance_oxygen,maintenance_oxygen_units,maintenance_carbon_dioxide_units,maintenance_food_type,acclimated,strategy_of_protection,sex,life_stage_general_initial,life_stage_general_final,life_stage_specific_initial,life_stage_specific_final,size_type,size_units,size_value_initial,size_value_final,test_temperature,test_oxygen,test_carbon_dioxide,test_oxygen_units,test_carbon_dioxide_units,test_photoperiod,test_humidity,test_food_type,comments_experimental_conditions,development_time,development_time_unit,comments_development
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,16,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,14,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,16,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,14,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,14,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,14,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,14,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,18,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,16,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,17,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,14,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,16,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,15,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,15,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,15,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,17,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,14,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,17,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,18,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,14,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,17,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,15,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,14,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,15,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,14,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,15,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,14,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,15,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,15,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,15,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,15,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,17,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,17,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,18,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,17,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,17,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,15,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,16,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,15,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,14,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,14,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,14,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,14,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,14,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,16,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,15,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,14,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,20,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,15,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,14,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,15,Days,
Castaneda_and_Nespolo_2013,30-03-2023,Luis_Castaneda,luis.castaneda@uchile.cl,https://doi.org/10.6084/m9.figshare.22561378.v1,https://doi.org/10.1371/journal.pone.0058920,,Drosophila_melanogaster,,terrestrial,terrestrial,,,-34,55,,-70,59,,field,San_Fernando_Chile,01-03-2009,15-03-2009,,yes,,4,20,12L_12D,,,,,David's killed-yeast Drosophila medium,no,unprotected (spawned individually and freely into the environment),male,egg,adult,,,,,,,20,,,,,12L_12D,,ethanol medium,,15,Days,
