dataset_id,date_of_contribution,name_contact,email_contact,doi_dataset,doi_publication,comments_reference,species_reported,comments_taxonomy,realm_general,realm_specific,elevation_of_collection,depth_of_collection,lat_gg,lat_mm,lat_ss,long_gg,long_mm,long_ss,origin,comments_location,date_of_collection_initial,date_of_collection_final,comments_timing,maintained,maintenance_duration_days,maintenance_duration_generations,maintenance_temperature,maintenance_photoperiod,maintenance_humidity,maintenance_oxygen,maintenance_oxygen_units,maintenance_carbon_dioxide,maintenance_carbon_dioxide_units,maintenance_food_type,acclimated,strategy_of_protection,sex,life_stage_general_initial,life_stage_general_final,life_stage_specific_initial,life_stage_specific_final,size_type,size_units,size_value_initial,size_value_final,test_temperature,test_oxygen,test_carbon_dioxide,test_oxygen_units,test_carbon_dioxide_units,test_photoperiod,test_humidity,comments_experimental_conditions,development_time,development_time_unit,comments_development
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Asobara_tabida,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1065,23,,200,,uatm,12L_12D,70,,20,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Asobara_tabida,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1055,23,,200,,uatm,12L_12D,70,,20,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Asobara_tabida,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1413,23,,200,,uatm,12L_12D,70,,21,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Asobara_tabida,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,,23,,200,,uatm,12L_12D,70,,22,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Asobara_tabida,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1288,23,,200,,uatm,12L_12D,70,,22,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Asobara_tabida,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1012,23,,200,,uatm,12L_12D,70,,22,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Asobara_tabida,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1145,23,,200,,uatm,12L_12D,70,,25,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1667,20,,200,,uatm,12L_12D,70,,33,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.177,20,,200,,uatm,12L_12D,70,,33,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.0804,20,,200,,uatm,12L_12D,70,,37,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,,20,,200,,uatm,12L_12D,70,,31,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.2011,20,,200,,uatm,12L_12D,70,,31,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1991,20,,200,,uatm,12L_12D,70,,31,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1956,20,,200,,uatm,12L_12D,70,,31,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1855,20,,200,,uatm,12L_12D,70,,31,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1874,20,,200,,uatm,12L_12D,70,,31,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1885,20,,200,,uatm,12L_12D,70,,31,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.2315,20,,200,,uatm,12L_12D,70,,31,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,,20,,200,,uatm,12L_12D,70,,31,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1777,20,,200,,uatm,12L_12D,70,,31,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1788,20,,200,,uatm,12L_12D,70,,31,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.191,20,,200,,uatm,12L_12D,70,,31,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.2135,20,,200,,uatm,12L_12D,70,,32,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1886,20,,200,,uatm,12L_12D,70,,31,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1929,20,,200,,uatm,12L_12D,70,,31,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1902,20,,200,,uatm,12L_12D,70,,31,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1858,20,,200,,uatm,12L_12D,70,,31,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.2238,20,,200,,uatm,12L_12D,70,,31,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.2231,20,,200,,uatm,12L_12D,70,,31,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.2336,20,,200,,uatm,12L_12D,70,,,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1927,20,,200,,uatm,12L_12D,70,,,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1606,23,,200,,uatm,12L_12D,70,,24,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1572,23,,200,,uatm,12L_12D,70,,24,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1606,23,,200,,uatm,12L_12D,70,,24,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1268,23,,200,,uatm,12L_12D,70,,24,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1618,23,,200,,uatm,12L_12D,70,,24,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.195,23,,200,,uatm,12L_12D,70,,24,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,,23,,200,,uatm,12L_12D,70,,25,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1739,23,,200,,uatm,12L_12D,70,,,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1965,23,,200,,uatm,12L_12D,70,,25,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,,23,,200,,uatm,12L_12D,70,,24,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.2546,23,,200,,uatm,12L_12D,70,,24,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1328,23,,200,,uatm,12L_12D,70,,24,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1528,23,,200,,uatm,12L_12D,70,,24,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1886,23,,200,,uatm,12L_12D,70,,25,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,,23,,200,,uatm,12L_12D,70,,25,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,,23,,200,,uatm,12L_12D,70,,24,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1604,23,,200,,uatm,12L_12D,70,,,Days,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,terrestrial,60,,48,21,5,-1,29,16,field,,01-06-2008,31-08-2008,,yes,240,6,20,12L_12D,70,,,200,uatm,acacia honey and drosophila hosts,no,"protected (carried by the female, or attached to a substrate or floating in clumped masses)",female,egg,adult,,,dry mass,milligram,,0.1758,23,,200,,uatm,12L_12D,70,,,Days,
