dataset_id,date_of_contribution,name_contact,email_contact,type_of_reference,doi_dataset,doi_publication,comments_reference,species_reported,comments_taxonomy,location_description,realm_general,realm_specific,depth_of_collection,elevation_of_collection,lat_gg,lat_mm,lat_ss,long_gg,long_mm,long_ss,lat_gg_mm_ss,long_gg_mm_ss,origin,comments_location,date_of_collection_initial,date_of_collection_final,comments_timing,maintained,maintenance_duration_days,maintenance_duration_generations,maintenance_temperature,maintenance_salinity,maintenance_ph,maintenance_oxygen,maintenance_carbon_dioxide,maintenance_photoperiod,maintenance_humidity,maintenance_oxygen_units,maintenance_carbon_dioxide_units,maintenance_food_type,acclimated,acclimation_duration,acclimation_temperature,acclimation_salinity,acclimation_ph,acclimation_oxygen,acclimation_carbon_dioxide,acclimation_photoperiod,acclimation_humidity,acclimation_oxygen_units,acclimation_carbon_dioxide_units,acclimation_food_type,metabolic_rate_type,acclimation_chamber,fasting_time,sensor_type,respiration_volume,delay_time,respiratory_chamber_material,incubation_time,respirometry_type,breathing_mode,life_stage_general,life_stage_specific,sex,reproductive_stage,size_type,size_units,size_value,test_temperature,test_salinity,test_ph,test_oxygen,test_carbon_dioxide,test_oxygen_units,test_carbon_dioxide_units,test_photoperiod,test_humidity,comments_experimental_conditions,resp_unit,resp_value,resp_error_estimate,resp_error_type,sample_size,comments_respiration
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.55836254,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,4.99808437,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.55836254,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,2.069913729,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.55836254,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,2.361234921,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.55836254,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,4.111078657,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.201566651,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,2.338806807,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.040448849,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,1.31492916,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.243823354,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,4.104049087,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,4.344983312,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.430249983,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.829116261,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.649626436,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.27432953,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.41030667,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,6.29487364,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.349347861,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,1.945202734,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,5.009970371,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,1.435918598,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,4.326792593,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,2.878959808,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.470136611,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,2.348975532,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,4.362383131,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.948776144,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.601762483,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.827656994,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,4.268322423,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,2.908255421,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,1,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.5003089,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,4.373568729,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.50372382,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.017074416,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.50372382,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,2.113193686,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.50372382,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,2.862157296,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.50372382,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,2.51422868,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.50372382,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,2.90533092,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.50372382,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,5.384972327,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.50372382,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.826593972,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.50372382,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.671572041,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.50372382,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,4.264030257,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.50372382,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.22756798,,,,
Leiva_et_al_2016,02-11-2022,Felix_P_Leiva,felixpleiva@gmail.com,primary,http://doi.org/10.5281/zenodo.7273648,10.1242/jeb.133785,,Neotrypaea_uncinata,,Intertidal of Puntilla Tenglo_Chile,intertidal,intertidal,0,,,,,,,,-41.46,-72.93,field,,01-01-2011,01-01-2011,,yes,0,,11.5,32,,21,,12L_12D,,kPa,,krill flakes,no,,,,,,,,,,,,standard,,2,optical oxygen probe,1000,,glass,2,closed,aquatic,adult,adult,male,,dry body mass,gram,3.50372382,11.5,32,,21,,kPa,,,,,umolO2/h/gDM,3.79673927,,,,
