dataset_id,date_of_contribution,name_contact,email_contact,type_of_reference,doi_dataset,doi_publication,comments_reference,species_reported,location_description,realm_general,realm_specific,depth_of_collection,lat_gg_mm_ss,long_gg_mm_ss,origin,comments_location,date_of_collection_initial,date_of_collection_final,comments_timing,maintained,maintenance_duration_days,maintenance_duration_generations,maintenance_temperature,maintenance_salinity,maintenance_ph,maintenance_oxygen,maintenance_carbon_dioxide,maintenance_photoperiod,maintenance_humidity,maintenance_oxygen_units,maintenance_carbon_dioxide_units,maintenance_food_type,acclimated,acclimation_duration,acclimation_temperature,acclimation_salinity,acclimation_ph,acclimation_oxygen,acclimation_carbon_dioxide,acclimation_photoperiod,acclimation_humidity,acclimation_oxygen_units,acclimation_carbon_dioxide_units,acclimation_food_type,metabolic_rate_type,acclimation_chamber,fasting_time,sensor_type,respiration_volume,delay_time,respiratory_chamber_material,incubation_time,respirometry_type,breathing_mode,life_stage_general,life_stage_specific,sex,reproductive_stage,size_type,size_units,size_value,test_temperature,test_salinity,test_ph,test_oxygen,test_carbon_dioxide,test_oxygen_units,test_carbon_dioxide_units,test_photoperiod,test_humidity,comments_experimental_conditions,resp_unit,resp_value,comments_respiration
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.869,29.5,,,,,,,,,Triploid fish,nmolO2/h/ind,12.3453368,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.793,29.5,,,,,,,,,Diploid fish,nmolO2/h/ind,8.060421598,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.781,29.5,,,,,,,,,Diploid fish,nmolO2/h/ind,9.745488303,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.98,29.5,,,,,,,,,Triploid fish,nmolO2/h/ind,9.422857536,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.873,29.5,,,,,,,,,Triploid fish,nmolO2/h/ind,12.50870763,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.11,29.5,,,,,,,,,Triploid fish,nmolO2/h/ind,16.5475062,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.076,29.5,,,,,,,,,Diploid fish,nmolO2/h/ind,13.35569818,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.747,29.5,,,,,,,,,Diploid fish,nmolO2/h/ind,13.29481688,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.822,29.5,,,,,,,,,Triploid fish,nmolO2/h/ind,12.05536409,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.907,29.5,,,,,,,,,Diploid fish,nmolO2/h/ind,11.89993407,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.949,29.5,,,,,,,,,Diploid fish,nmolO2/h/ind,16.18828545,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.247,29.5,,,,,,,,,Triploid fish,nmolO2/h/ind,9.577129639,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.694,29.5,,,,,,,,,Diploid fish,nmolO2/h/ind,10.92766421,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.182,29.5,,,,,,,,,Triploid fish,nmolO2/h/ind,20.63720324,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.633,29.5,,,,,,,,,Diploid fish,nmolO2/h/ind,10.81804102,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.146,29.5,,,,,,,,,Triploid fish,nmolO2/h/ind,13.58954119,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.903,29.5,,,,,,,,,Diploid fish,nmolO2/h/ind,9.136043612,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,,29.5,,,,,,,,,Diploid fish,nmolO2/h/ind,9.692857429,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.995,26.5,,,,,,,,,Diploid fish,nmolO2/h/ind,14.42013209,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.158,26.5,,,,,,,,,Diploid fish,nmolO2/h/ind,14.15384442,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.037,26.5,,,,,,,,,Diploid fish,nmolO2/h/ind,14.35126605,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.117,26.5,,,,,,,,,Diploid fish,nmolO2/h/ind,11.3231659,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.939,26.5,,,,,,,,,Diploid fish,nmolO2/h/ind,13.75413453,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.228,26.5,,,,,,,,,Triploid fish,nmolO2/h/ind,8.350546641,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.146,26.5,,,,,,,,,Diploid fish,nmolO2/h/ind,14.40309883,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.093,26.5,,,,,,,,,Diploid fish,nmolO2/h/ind,13.45977178,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.068,26.5,,,,,,,,,Triploid fish,nmolO2/h/ind,14.44896079,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.956,26.5,,,,,,,,,Diploid fish,nmolO2/h/ind,9.030386779,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.901,26.5,,,,,,,,,Triploid fish,nmolO2/h/ind,13.60357218,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.779,26.5,,,,,,,,,Triploid fish,nmolO2/h/ind,9.282254478,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.09,26.5,,,,,,,,,Triploid fish,nmolO2/h/ind,12.52068336,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.039,26.5,,,,,,,,,Triploid fish,nmolO2/h/ind,14.23266685,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.185,26.5,,,,,,,,,Triploid fish,nmolO2/h/ind,8.471747884,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.304,26.5,,,,,,,,,Diploid fish,nmolO2/h/ind,11.64211683,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.112,26.5,,,,,,,,,Triploid fish,nmolO2/h/ind,8.929422612,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.862,26.5,,,,,,,,,Triploid fish,nmolO2/h/ind,11.1049298,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.767,26.5,,,,,,,,,Triploid fish,nmolO2/h/ind,10.34465314,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,23.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.061,26.5,,,,,,,,,Diploid fish,nmolO2/h/ind,9.398600322,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,29.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.869,29.5,,,,,,,,,Triploid fish,nmolO2/h/ind,7.204260736,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,29.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.049,29.5,,,,,,,,,Diploid fish,nmolO2/h/ind,20.13674283,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,29.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.701,29.5,,,,,,,,,Diploid fish,nmolO2/h/ind,13.28670785,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,29.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.84,29.5,,,,,,,,,Triploid fish,nmolO2/h/ind,10.36647105,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,29.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,4.073,29.5,,,,,,,,,Diploid fish,nmolO2/h/ind,12.23530019,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,29.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.747,29.5,,,,,,,,,Diploid fish,nmolO2/h/ind,9.373220795,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,29.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.704,29.5,,,,,,,,,Triploid fish,nmolO2/h/ind,9.429672633,
Hermaniuk_et_al_2021,22-02-2023,Adam _Hermaniuk,hylaar@gmail.com,primary,https://doi.org/10.5061/dryad.2280gb5qw,https://doi.org/10.1242/jeb.227124,,Danio_rerio,,freshwater,freshwater,0.1,,,laboratory,,,,,yes,,,29.5,,,,,,,,,,no,,,,,,,,,,,,routine,0.3,,"fluorescence-based oxygen reading device (SDR SensorDish Reader; PreSens, Regensburg, Germany)",0.2,0.3,glass,,closed,aquatic,larva,larva,,,total length,millimeter,3.963,29.5,,,,,,,,,Diploid fish,nmolO2/h/ind,14.38713302,
