dataset_id,date_of_contribution,name_contact,email_contact,type_of_reference,doi_dataset,doi_publication,comments_reference,species_reported,location_description,realm_general,realm_specific,elevation_of_collection,depth_of_collection,lat_gg,lat_mm,lat_ss,long_gg,long_mm,long_ss,origin,comments_location,date_of_collection_initial,date_of_collection_final,comments_timing,maintained,maintenance_duration_days,maintenance_duration_generations,maintenance_temperature,maintenance_salinity,maintenance_ph,maintenance_oxygen,maintenance_carbon_dioxide,maintenance_photoperiod,maintenance_humidity,maintenance_oxygen_units,maintenance_carbon_dioxide_units,maintenance_food_type,acclimated,acclimation_duration,acclimation_temperature,acclimation_salinity,acclimation_ph,acclimation_oxygen,acclimation_carbon_dioxide,acclimation_photoperiod,acclimation_humidity,acclimation_oxygen_units,acclimation_carbon_dioxide_units,acclimation_food_type,metabolic_rate_type,acclimation_chamber,fasting_time,sensor_type,respiration_volume,delay_time,respiratory_chamber_material,incubation_time,respirometry_type,breathing_mode,life_stage_general,life_stage_specific,sex,reproductive_stage,size_type,size_units,size_value,test_temperature,test_salinity,test_ph,test_oxygen,test_carbon_dioxide,test_oxygen_units,test_carbon_dioxide_units,test_photoperiod,test_humidity,comments_experimental_conditions,resp_unit,resp_value,comments_respiration
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.2782,20,,,,,,,,,,uLCO2/h/ind,0.6964,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.4374,20,,,,,,,,,,uLCO2/h/ind,0.7671,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.5052,20,,,,,,,,,,uLCO2/h/ind,0.7371,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.2743,20,,,,,,,,,,uLCO2/h/ind,0.418,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.4822,20,,,,,,,,,,uLCO2/h/ind,0.2099,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.4273,20,,,,,,,,,,uLCO2/h/ind,0.2846,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.3215,20,,,,,,,,,,uLCO2/h/ind,0.1764,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.5289,20,,,,,,,,,,uLCO2/h/ind,0.2619,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.5028,20,,,,,,,,,,uLCO2/h/ind,0.2072,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.3568,20,,,,,,,,,,uLCO2/h/ind,0.4656,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.5476,20,,,,,,,,,,uLCO2/h/ind,0.7755,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.5062,20,,,,,,,,,,uLCO2/h/ind,0.5316,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.3921,20,,,,,,,,,,uLCO2/h/ind,1.0588,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.3426,20,,,,,,,,,,uLCO2/h/ind,0.4639,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.2625,20,,,,,,,,,,uLCO2/h/ind,0.2588,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.3416,20,,,,,,,,,,uLCO2/h/ind,0.2012,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.2579,20,,,,,,,,,,uLCO2/h/ind,0.1757,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.2584,20,,,,,,,,,,uLCO2/h/ind,0.208,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.3847,20,,,,,,,,,,uLCO2/h/ind,0.1718,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.3178,20,,,,,,,,,,uLCO2/h/ind,0.2875,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.4284,20,,,,,,,,,,uLCO2/h/ind,0.5032,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.3984,20,,,,,,,,,,uLCO2/h/ind,0.1569,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.3784,20,,,,,,,,,,uLCO2/h/ind,0.543,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.1847,20,,,,,,,,,,uLCO2/h/ind,0.4093,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.2351,23,,,,,,,,,,uLCO2/h/ind,0.3236,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.1118,23,,,,,,,,,,uLCO2/h/ind,0.3684,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.2897,23,,,,,,,,,,uLCO2/h/ind,0.4643,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.2329,23,,,,,,,,,,uLCO2/h/ind,0.3621,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.2214,23,,,,,,,,,,uLCO2/h/ind,0.2163,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.2188,23,,,,,,,,,,uLCO2/h/ind,0.6724,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.302,23,,,,,,,,,,uLCO2/h/ind,0.4561,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.3049,23,,,,,,,,,,uLCO2/h/ind,0.4461,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.2168,23,,,,,,,,,,uLCO2/h/ind,0.335,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.2588,23,,,,,,,,,,uLCO2/h/ind,0.4056,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.4388,23,,,,,,,,,,uLCO2/h/ind,0.4265,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.289,23,,,,,,,,,,uLCO2/h/ind,0.9461,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.291,23,,,,,,,,,,uLCO2/h/ind,1.0732,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.2935,23,,,,,,,,,,uLCO2/h/ind,0.2826,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.31,23,,,,,,,,,,uLCO2/h/ind,0.5487,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.299,23,,,,,,,,,,uLCO2/h/ind,0.4763,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.316,23,,,,,,,,,,uLCO2/h/ind,0.7808,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.307,23,,,,,,,,,,uLCO2/h/ind,0.4288,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Leptopilina_heterotoma,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,23,,,,,,,,,,yes,23,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.2889,23,,,,,,,,,,uLCO2/h/ind,0.3688,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Spalangia_erythromera,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.197,20,,,,,,,,,,uLCO2/h/ind,0.5221,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Spalangia_erythromera,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.2372,20,,,,,,,,,,uLCO2/h/ind,1.4108,
Le_Lann_et_al_2014,27-03-2023,Cecile_Le_Lann,cecile.lelann@univ-rennes1.fr,primary,https://doi.org/10.5281/zenodo.7775047,https://doi.org/10.1007/s00442-013-2810-9,,Spalangia_erythromera,,terrestrial,,60,,48,21,5,-1,29,16,field,,01-06-2011,31-08-2011,,yes,,,20,,,,,,,,,,yes,20,,,,,,,,,,,basal,1.5,,Carbon dioxide analyzer sable system,30,0.001,glass,2.05,intermittent flow-through,aerial,adult,,female,mature,fresh body mass,milligram,0.2064,20,,,,,,,,,,uLCO2/h/ind,0.3642,
